path_id,source_id,destination_id,width
0,15,268,1
1,439,659,1
2,659,651,1
3,651,645,1
4,29,526,1
5,526,824,1
6,824,783,1
7,783,269,1
8,439,860,1
9,14,619,1
10,619,656,1
11,656,665,1
12,665,606,1
13,6,46,1
14,46,8,1
15,249,740,1
16,740,270,1
17,407,512,1
18,512,667,1
19,667,608,1
20,14,896,1
21,896,609,1
22,609,624,1
23,624,514,1
24,262,680,1
25,680,816,1
26,816,279,1
27,269,283,1
28,283,285,1
29,249,817,1
30,817,935,1
31,935,277,1
32,0,442,1
33,24,377,1
34,377,384,1
35,384,277,1
36,262,680,1
37,680,270,1
38,653,615,1
39,615,773,1
40,325,867,1
41,867,637,1
42,18,619,1
43,619,660,1
44,24,294,1
45,294,300,1
46,300,528,1
47,528,826,1
48,826,282,1
49,275,280,1
50,19,187,1
51,187,278,1
52,252,466,1
53,466,759,1
54,759,275,1
55,255,841,1
56,841,285,1
57,20,210,1
58,210,930,1
59,930,921,1
60,921,913,1
61,913,642,1
62,28,451,1
63,451,249,1
64,10,928,1
65,928,630,1
66,630,606,1
67,606,641,1
68,16,277,1
69,245,311,1
70,311,305,1
71,305,520,1
72,520,818,1
73,818,269,1
74,269,774,1
75,774,277,1
76,645,721,1
77,721,728,1
78,24,294,1
79,294,300,1
80,300,309,1
81,309,244,1
82,8,362,1
83,362,347,1
84,347,637,1
85,272,283,1
86,266,274,1
87,274,794,1
88,794,788,1
89,788,779,1
90,779,382,1
91,382,277,1
92,252,466,1
93,466,759,1
94,759,286,1
95,286,276,1
96,2,225,1
97,225,217,1
98,217,14,1
99,10,439,1
100,439,593,1
101,593,653,1
102,261,271,1
103,13,44,1
104,44,344,1
105,344,638,1
106,638,728,1
107,728,653,1
108,12,92,1
109,92,9,1
110,9,926,1
111,926,630,1
112,6,210,1
113,210,20,1
114,29,526,1
115,526,251,1
116,325,417,1
117,267,122,2
118,122,112,2
119,112,388,2
120,244,307,1
121,307,301,1
122,301,738,1
123,738,785,1
124,785,279,1
125,249,454,1
126,454,747,1
127,747,831,1
128,831,802,1
129,802,275,1
130,280,285,1
131,17,126,1
132,126,118,1
133,118,331,1
134,331,328,1
135,367,618,1
136,618,611,1
137,611,728,1
138,29,314,1
139,314,322,1
140,322,256,1
141,4,358,1
142,358,1,1
143,1,561,1
144,561,411,1
145,411,613,1
146,613,917,1
147,917,702,1
148,702,642,1
149,28,295,1
150,295,477,1
151,477,247,1
152,367,895,2
153,895,660,2
154,275,282,1
155,388,658,1
156,658,603,1
157,603,594,1
158,259,683,1
159,683,689,1
160,689,698,1
161,698,275,1
162,17,159,1
163,159,20,1
164,21,0,1
165,0,637,1
166,250,458,1
167,458,464,1
168,464,835,1
169,835,284,1
170,249,454,1
171,454,460,1
172,460,754,1
173,754,265,1
174,10,23,1
175,247,381,1
176,381,267,1
177,26,302,1
178,302,743,1
179,743,690,1
180,690,798,1
181,798,275,1
182,253,455,1
183,455,261,1
184,21,203,1
185,203,383,1
186,383,267,1
187,25,732,1
188,732,257,1
189,7,231,1
190,231,554,1
191,554,14,1
192,276,283,1
193,11,90,1
194,90,592,1
195,592,413,1
196,413,325,1
197,253,470,1
198,470,763,1
199,763,266,1
200,27,306,1
201,306,312,1
202,312,244,1
203,28,744,1
204,744,788,1
205,788,938,1
206,938,279,1
207,266,274,1
208,274,794,1
209,794,788,1
210,788,779,1
211,779,278,1
212,18,896,1
213,896,510,1
214,510,653,1
215,254,699,1
216,699,265,1
217,263,273,1
218,29,299,1
219,299,517,1
220,517,815,1
221,815,933,1
222,933,278,1
223,5,60,1
224,60,356,1
225,356,13,1
226,255,463,1
227,463,457,1
228,457,823,1
229,823,785,1
230,785,268,1
231,25,389,1
232,389,247,1
233,27,740,1
234,740,270,1
235,275,283,1
236,407,657,1
237,657,667,1
238,667,594,1
239,269,282,1
240,16,122,1
241,122,112,1
242,112,417,1
243,439,660,1
244,660,918,1
245,918,701,1
246,701,644,1
247,14,619,1
248,619,510,1
249,510,665,1
250,665,606,1
251,258,936,4
252,936,286,4
253,286,266,4
254,260,687,1
255,687,693,1
256,693,284,1
257,26,27,1
258,5,85,1
259,85,97,1
260,97,242,1
261,242,17,1
262,245,538,1
263,538,264,1
264,514,624,1
265,624,633,1
266,633,637,1
267,594,607,1
268,607,660,1
269,660,416,1
270,416,907,1
271,258,679,1
272,679,685,1
273,685,263,1
274,594,624,1
275,624,630,1
276,8,96,1
277,96,10,1
278,10,439,1
279,439,325,1
280,9,926,1
281,926,726,1
282,726,653,1
283,261,262,1
284,250,458,1
285,458,751,1
286,751,263,1
287,23,327,1
288,327,369,1
289,276,280,1
290,17,353,1
291,353,2,1
292,2,349,1
293,349,634,1
294,634,630,1
295,369,407,1
296,27,454,1
297,454,251,1
298,388,658,1
299,658,603,1
300,603,667,1
301,252,752,1
302,752,697,1
303,697,265,1
304,637,439,1
305,439,907,1
306,367,854,1
307,854,712,1
308,712,705,1
309,705,594,1
310,594,514,1
311,630,606,1
312,606,641,1
313,439,593,1
314,593,651,1
315,651,644,1
316,9,926,1
317,926,918,1
318,918,701,1
319,701,644,1
320,24,294,1
321,294,249,1
322,12,92,1
323,92,580,1
324,580,637,1
325,637,627,1
326,627,608,1
327,326,439,1
328,11,45,1
329,45,1,1
330,1,0,1
331,0,924,1
332,924,630,1
333,275,281,1
334,260,687,1
335,687,263,1
336,3,13,1
337,13,44,1
338,44,36,1
339,36,638,1
340,638,629,1
341,629,606,1
342,606,594,1
343,11,90,1
344,90,495,1
345,495,924,1
346,924,917,1
347,917,702,1
348,702,642,1
349,261,829,1
350,829,272,1
351,2,53,1
352,53,5,1
353,26,302,1
354,302,308,1
355,308,536,1
356,536,834,1
357,834,284,1
358,272,278,1
359,278,277,1
360,11,90,1
361,90,495,1
362,495,924,1
363,924,917,1
364,917,702,1
365,702,642,1
366,254,474,1
367,474,266,1
368,27,306,1
369,306,312,1
370,312,244,1
371,442,922,1
372,922,722,1
373,722,646,1
374,646,645,1
375,244,534,1
376,534,747,1
377,747,681,1
378,681,259,1
379,6,83,2
380,83,341,2
381,341,323,2
382,323,417,1
383,325,621,1
384,621,654,1
385,654,604,1
386,264,688,1
387,688,824,1
388,824,271,1
389,256,713,1
390,713,694,1
391,694,685,1
392,685,679,1
393,679,259,1
394,15,148,1
395,148,364,1
396,364,860,1
397,245,546,1
398,546,256,1
