path_id,source_id,destination_id,width
0,176,261,1
1,329,365,1
2,195,216,1
3,208,194,1
4,194,217,1
5,22,329,1
6,198,265,1
7,189,238,1
8,26,94,1
9,302,367,1
10,262,354,1
11,78,225,1
12,37,202,1
13,39,113,1
14,5,156,1
15,298,370,1
16,106,255,1
17,83,85,1
18,100,348,1
19,225,286,1
20,27,104,1
21,94,304,1
22,178,318,1
23,105,262,1
24,38,98,1
25,163,269,1
26,269,345,1
27,168,381,1
28,381,218,1
29,93,156,1
30,26,163,1
31,65,295,1
32,65,119,1
33,43,52,1
34,76,116,1
35,135,354,1
36,50,261,1
37,163,367,1
38,104,225,1
39,271,342,1
40,238,301,1
41,97,354,2
42,302,368,1
43,240,380,1
44,146,368,1
45,206,308,1
46,105,351,1
47,11,300,1
48,218,398,1
49,398,238,1
50,38,202,1
51,202,351,1
52,215,375,1
53,375,320,1
54,167,385,1
55,11,224,1
56,121,129,1
57,134,232,1
58,93,162,1
59,10,22,1
60,92,344,1
61,150,320,1
62,163,79,1
63,79,395,1
64,319,354,1
65,137,287,1
66,338,381,1
67,36,231,1
68,83,215,1
69,56,155,1
70,18,294,1
71,342,378,1
72,378,372,1
73,48,94,1
74,90,345,1
75,345,202,1
76,10,176,1
77,44,381,1
78,381,123,1
79,215,351,1
80,169,333,1
81,38,301,1
82,58,311,1
83,100,329,1
84,169,179,1
85,202,360,1
86,39,184,1
87,27,255,1
88,0,190,1
89,123,194,1
90,22,231,1
91,173,259,1
92,37,369,1
93,369,149,1
94,180,317,1
95,317,241,1
96,70,372,1
97,150,167,1
98,0,327,1
99,176,184,1
100,176,212,1
101,182,324,1
102,184,199,1
103,263,297,1
104,168,354,1
105,48,287,1
106,71,325,1
107,325,298,1
108,78,364,1
109,364,165,1
110,165,179,1
111,281,333,1
112,11,163,1
113,57,289,1
114,216,249,1
115,43,354,1
116,354,168,1
117,63,353,1
118,132,137,1
119,3,55,1
120,127,320,1
121,73,180,1
122,203,215,1
123,286,346,1
124,234,353,1
125,26,27,1
126,137,184,1
127,94,354,1
128,354,131,1
129,230,348,1
130,348,381,1
131,73,319,1
132,75,380,1
133,83,339,1
134,10,115,1
135,283,293,1
136,130,134,1
137,18,283,1
138,255,314,2
139,255,263,1
140,202,230,1
141,74,106,1
142,205,292,1
143,155,297,1
144,98,216,1
145,20,344,1
146,113,195,1
147,168,202,1
148,172,269,1
149,75,364,1
150,364,322,1
151,322,345,1
152,11,295,1
153,119,365,1
154,94,351,1
155,52,167,1
156,12,272,1
157,271,375,1
158,62,354,1
159,354,265,1
160,37,216,1
161,230,327,1
162,59,171,1
163,149,391,1
164,10,333,1
165,97,345,1
166,50,199,1
167,73,206,1
168,216,331,1
169,86,234,1
170,190,354,1
171,354,322,1
172,115,159,1
173,130,203,1
174,150,163,1
175,182,221,1
176,173,233,1
177,54,97,1
178,86,109,1
179,52,61,1
180,241,317,1
181,263,267,1
182,208,395,1
183,353,314,1
184,314,373,1
185,40,58,1
186,224,380,1
187,83,287,1
188,233,354,1
189,21,162,1
190,95,171,1
191,163,269,1
192,129,333,1
193,179,300,1
194,54,357,1
195,251,348,1
196,127,169,1
197,319,345,1
198,105,381,1
199,381,294,1
200,82,353,1
201,21,300,1
202,103,225,1
203,351,319,1
204,319,353,1
205,366,367,1
206,79,317,1
207,169,284,1
208,289,329,1
209,134,300,1
210,354,360,1
211,3,21,1
212,98,187,1
213,39,52,1
214,21,219,1
215,365,375,1
216,381,395,1
217,22,381,1
218,381,163,1
219,6,82,1
220,57,354,1
221,354,265,1
222,85,395,1
223,395,379,1
224,321,368,1
225,368,366,1
226,115,167,1
227,137,272,1
228,289,304,1
229,48,113,2
230,83,354,2
231,354,344,2
232,189,369,1
233,234,308,1
234,171,199,1
235,27,37,1
236,195,353,1
237,107,255,1
238,173,329,1
239,248,302,1
240,175,262,1
241,34,218,1
242,21,308,1
243,317,370,1
244,178,318,1
245,116,175,1
246,132,294,1
247,50,53,1
248,167,173,1
249,119,368,1
250,159,211,1
251,147,157,1
252,11,127,1
253,55,86,1
254,82,128,1
255,114,366,1
256,217,249,1
257,249,327,1
258,173,199,1
259,175,252,1
260,287,373,1
261,373,338,1
262,43,385,1
263,5,339,1
264,187,62,1
265,62,381,1
266,381,317,1
267,173,287,2
268,277,293,1
269,86,319,1
270,123,381,1
271,103,163,1
272,314,345,1
273,122,183,1
274,269,372,1
275,216,391,1
276,175,354,2
277,354,286,2
278,286,277,2
279,182,287,1
280,70,327,1
281,134,155,1
282,26,355,1
283,118,289,1
284,149,43,1
285,43,218,1
286,40,157,1
287,9,128,1
288,294,381,1
289,167,232,1
290,128,380,1
291,333,354,1
292,70,372,1
293,23,63,1
294,157,284,1
295,76,219,1
296,372,202,2
297,202,379,2
298,5,287,1
299,183,211,1
300,60,198,1
301,199,293,1
302,0,151,1
303,60,357,1
304,121,339,2
305,195,318,1
306,109,318,1
307,113,231,1
308,59,266,1
309,34,134,1
310,12,56,1
311,49,381,1
312,381,57,1
313,137,212,1
314,319,333,1
315,119,127,1
316,23,250,1
317,104,314,1
318,39,127,1
319,4,107,1
320,95,259,1
321,129,320,1
322,21,182,1
323,127,211,1
324,183,293,1
325,22,399,1
326,399,322,1
327,322,404,1
328,404,333,1
329,54,249,1
330,267,302,1
331,48,65,1
332,6,190,1
333,18,82,1
334,88,137,1
335,10,75,1
336,205,322,1
337,20,97,1
338,60,351,1
339,351,342,1
340,59,122,1
341,106,119,1
342,70,351,1
343,34,295,1
344,25,292,1
345,128,234,1
346,157,232,1
347,48,281,1
348,158,240,1
349,281,380,1
350,56,219,1
351,61,231,4
352,169,248,1
353,49,246,1
354,167,281,1
355,212,364,1
356,364,314,1
357,4,178,2
358,184,318,1
359,156,294,1
360,54,135,1
361,75,83,1
362,37,369,1
363,147,267,1
364,72,374,1
365,121,211,1
366,76,116,1
367,10,88,1
368,97,162,1
369,179,190,1
370,171,176,1
371,38,92,1
372,182,184,1
373,250,324,1
374,190,240,1
375,98,142,1
376,57,128,1
377,3,132,1
378,40,259,1
379,75,137,1
380,21,37,1
381,206,380,1
382,217,269,1
383,266,311,1
384,198,271,1
385,44,184,1
386,93,301,1
387,301,243,1
388,172,219,1
389,319,380,1
390,333,354,1
391,354,345,1
392,128,366,1
393,10,32,1
394,23,130,1
395,119,293,1
396,26,368,1
397,107,372,1
398,54,345,1
399,259,308,1
400,62,218,1
401,113,150,1
402,85,215,1
403,74,231,1
404,157,333,1
405,59,179,1
406,40,65,1
407,60,162,1
408,342,373,1
409,182,346,1
410,180,266,1
411,126,252,1
412,25,278,1
413,10,113,1
414,82,162,1
415,115,207,1
416,219,380,1
417,129,224,1
418,104,292,1
419,190,230,1
420,98,194,1
421,50,215,1
422,335,345,4
423,345,379,4
424,11,163,1
425,175,354,1
426,9,179,1
427,163,265,1
428,44,249,1
429,232,295,1
430,4,10,1
431,83,183,1
432,37,362,1
433,33,317,1
434,163,295,1
435,109,389,1
436,267,366,1
437,35,128,1
438,78,339,1
439,339,368,1
440,278,385,1
441,18,65,1
442,95,178,1
443,12,179,1
444,75,215,1
445,265,286,1
446,272,353,1
447,194,94,1
448,94,218,1
449,86,114,1
450,71,395,1
451,360,373,1
452,163,365,1
453,11,67,1
454,215,374,1
455,36,294,1
456,39,281,1
457,107,294,1
458,262,335,1
459,266,297,1
460,34,86,1
461,63,233,1
462,250,284,1
463,22,97,1
464,128,225,1
465,113,176,1
466,225,250,1
467,180,233,1
468,179,284,1
469,180,317,1
470,317,194,1
471,194,404,1
472,404,316,1
473,316,267,1
474,85,321,1
475,168,381,1
476,169,212,1
477,94,208,1
478,259,310,1
479,310,213,1
480,213,322,1
481,50,381,1
482,381,317,1
483,73,97,1
484,83,169,1
485,169,389,1
486,119,211,1
487,126,218,1
488,92,381,1
489,381,319,1
490,146,318,1
491,37,317,1
492,4,183,1
493,54,318,1
494,94,357,1
495,59,74,1
496,265,389,1
497,314,395,1
498,150,207,1
499,36,134,1
500,284,375,1
501,175,345,1
502,58,109,1
503,183,325,1
504,325,373,1
505,373,381,1
506,381,348,1
507,70,175,1
508,67,283,1
509,85,355,1
510,163,381,1
511,381,304,1
512,262,372,1
513,18,173,1
514,147,233,1
515,132,206,1
516,12,65,1
517,67,109,1
518,137,183,1
519,92,262,1
520,107,219,1
521,92,151,1
522,246,249,1
523,249,362,1
524,4,74,1
525,78,319,1
526,267,272,1
527,106,240,1
528,123,330,1
529,330,324,1
530,107,262,1
531,88,263,1
532,10,63,1
533,76,369,1
534,105,344,1
535,50,320,1
536,88,122,1
537,63,304,1
538,156,345,1
539,345,202,1
540,35,310,1
541,32,218,1
542,32,317,1
543,180,333,1
544,271,329,1
545,119,321,1
546,211,380,1
547,57,348,1
548,29,252,1
549,23,380,1
550,121,255,1
551,57,304,1
552,304,362,1
553,212,366,1
554,132,207,1
555,199,212,1
556,33,180,1
557,33,318,1
558,45,162,1
559,293,346,1
560,300,333,1
561,173,286,1
562,248,298,1
563,76,202,1
564,148,372,1
565,0,112,1
566,269,379,1
567,284,287,1
568,218,335,1
569,25,206,1
570,78,241,1
571,202,327,1
572,157,207,1
573,147,317,1
574,38,357,1
575,67,319,1
576,9,206,1
577,71,79,1
578,44,234,1
579,163,370,2
580,159,205,1
581,54,262,1
582,339,375,1
583,230,385,1
584,265,339,1
585,243,391,1
586,151,369,1
587,82,104,1
588,50,79,1
589,187,189,1
590,156,234,1
591,179,325,1
592,325,373,1
593,373,381,1
594,381,348,1
595,90,269,1
596,219,335,1
597,73,297,1
598,240,266,1
599,23,353,1
600,76,289,1
601,27,221,1
602,74,255,1
603,56,65,1
604,26,195,1
605,267,284,1
606,135,208,1
607,34,39,1
608,319,339,1
609,55,259,1
610,44,94,1
611,234,348,1
612,50,158,1
613,32,355,1
614,58,266,1
615,0,195,1
616,75,180,1
617,128,211,1
618,155,367,1
619,221,267,1
620,130,298,1
621,243,327,1
622,22,301,1
623,301,243,1
624,179,293,1
625,176,269,1
626,269,246,1
627,32,34,1
628,157,205,1
629,114,233,1
630,23,86,1
631,22,175,1
632,114,232,1
633,272,365,1
634,33,75,1
635,278,339,1
636,259,355,1
637,67,150,1
638,59,206,1
639,199,292,1
640,61,82,1
641,12,74,1
642,36,61,1
643,339,373,1
644,373,381,1
645,381,348,1
646,22,40,1
647,36,190,1
648,36,212,1
649,85,300,1
650,84,184,1
651,10,310,1
652,202,265,1
653,265,333,1
654,83,176,1
655,122,169,1
656,327,372,1
657,61,324,1
658,57,76,1
659,207,283,1
660,95,380,1
661,98,218,1
662,202,317,1
663,317,294,1
664,4,231,1
665,39,366,1
666,224,240,1
667,34,287,1
668,3,119,1
669,35,134,1
670,95,106,1
671,72,381,1
672,381,294,1
673,180,187,1
674,32,302,1
675,85,338,1
676,283,286,1
677,155,221,1
678,57,354,1
679,354,79,1
680,34,304,1
681,112,135,1
682,50,128,2
683,53,287,1
684,189,238,1
685,75,179,1
686,57,354,1
687,354,71,1
688,126,304,4
689,255,295,1
690,32,147,1
691,56,128,1
